"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"1911","Philippines",60800120,60802011,"PHL - stratum 04: REGION 4A",20.5,384.8164,422.9943,417.6479
"1912","Philippines",60800036,60802012,"PHL - stratum 04: REGION 4A",10.25,348.193,278.9514,377.7602
"1913","Philippines",60800077,60802013,"PHL - stratum 11: REGION 10",0.81,267.9622,263.221,268.6054
"1914","Philippines",60800094,60802016,"PHL - stratum 05: REGION 4B",16.97,375.0556,360.9577,368.5847
"1915","Philippines",60800082,60802017,"PHL - stratum 08: REGION 7",4.81,317.3411,289.1978,353.1953
"1916","Philippines",60800013,60802018,"PHL - stratum 11: REGION 10",5.71,363.4782,327.4536,346.9485
"1917","Philippines",60800184,60802019,"PHL - stratum 14: NCR",27.79,332.7524,350.5283,353.1603
"1918","Philippines",60800103,60802020,"PHL - stratum 12: REGION 11",24.05,378.2829,328.387,366.3263
"1919","Philippines",60800140,60802021,"PHL - stratum 04: REGION 4A",19.79,382.5988,397.0839,427.579
"1920","Philippines",60800123,60802022,"PHL - stratum 11: REGION 10",0.51,298.616,255.2234,260.5417
"1921","Philippines",60800032,60802023,"PHL - stratum 03: REGION 3",6.41,353.7136,308.2137,347.4989
"1922","Philippines",60800080,60802024,"PHL - stratum 14: NCR",28.34,426.347,449.826,452.1823
"1923","Philippines",60800172,60802025,"PHL - stratum 07: REGION 6",17.85,378.5138,335.6215,335.4027
"1924","Philippines",60800005,60802026,"PHL - stratum 08: REGION 7",14.69,314.6038,317.3583,334.1331
"1925","Philippines",60800056,60802027,"PHL - stratum 07: REGION 6",17.34,348.1592,364.1153,379.7454
"1926","Philippines",60800023,60802028,"PHL - stratum 04: REGION 4A",12.27,341.0767,342.749,303.1173
"1927","Philippines",60800116,60802029,"PHL - stratum 11: REGION 10",10.3,382.4209,334.4414,383.074
"1928","Philippines",60800183,60802031,"PHL - stratum 12: REGION 11",1.02,286.1759,289.5811,300.3139
"1929","Philippines",60800143,60802033,"PHL - stratum 03: REGION 3",17.18,336.7385,309.0984,324.3465
"1930","Philippines",60800060,60802034,"PHL - stratum 09: REGION 8",19.13,346.577,354.6392,227.8179
"1931","Philippines",60800016,60802036,"PHL - stratum 07: REGION 6",3.04,263.9577,263.7464,276.8884
"1932","Philippines",60800179,60802037,"PHL - stratum 16: CARAGA",20.69,416.1357,436.289,401.8682
"1933","Philippines",60800147,60802038,"PHL - stratum 01: REGION 1",5.31,325.1867,268.4166,303.2912
"1934","Philippines",60800130,60802039,"PHL - stratum 06: REGION 5",1.73,290.0955,249.8547,295.3231
"1935","Philippines",60800099,60802040,"PHL - stratum 03: REGION 3",26.09,476.6672,513.8656,505.6821
"1936","Philippines",60800184,60802041,"PHL - stratum 14: NCR",42.98,461.2113,469.8829,433.7517
"1937","Philippines",60800161,60802042,"PHL - stratum 09: REGION 8",9.31,380.0074,417.6091,427.2279
"1938","Philippines",60800031,60802043,"PHL - stratum 14: NCR",31.06,422.5099,470.726,466.5753
"1939","Philippines",60800150,60802044,"PHL - stratum 05: REGION 4B",13.27,358.7163,371.0617,377.0814
"1940","Philippines",60800040,60802046,"PHL - stratum 07: REGION 6",1.76,305.684,244.4559,296.8509
"1941","Philippines",60800138,60802047,"PHL - stratum 03: REGION 3",41.75,402.6074,430.5282,367.0061
"1942","Philippines",60800140,60802048,"PHL - stratum 04: REGION 4A",28.09,408.1806,374.7858,394.7333
"1943","Philippines",60800171,60802049,"PHL - stratum 03: REGION 3",1.04,287.8215,240.1865,273.7759
"1944","Philippines",60800129,60802051,"PHL - stratum 04: REGION 4A",14.32,354.4196,357.6177,404.7551
"1945","Philippines",60800128,60802052,"PHL - stratum 03: REGION 3",15.16,395.5359,390.5053,409.3487
"1946","Philippines",60800043,60802053,"PHL - stratum 14: NCR",50.53,505.2581,566.2896,592.787
"1947","Philippines",60800055,60802054,"PHL - stratum 01: REGION 1",3.3,292.0656,240.3109,286.6141
"1948","Philippines",60800065,60802055,"PHL - stratum 12: REGION 11",1.4,292.0581,239.2289,285.2212
"1949","Philippines",60800006,60802056,"PHL - stratum 11: REGION 10",21.55,367.7627,360.295,377.8683
"1950","Philippines",60800069,60802057,"PHL - stratum 08: REGION 7",21.63,399.4484,426.7903,395.1034
"1951","Philippines",60800157,60802058,"PHL - stratum 14: NCR",9.44,345.0551,312.0776,297.6153
"1952","Philippines",60800072,60802059,"PHL - stratum 10: REGION 9",10.44,345.5511,318.9919,305.1745
"1953","Philippines",60800084,60802060,"PHL - stratum 03: REGION 3",14.47,376.5501,395.5627,357.6977
"1954","Philippines",60800145,60802063,"PHL - stratum 13: REGION 12",4.92,336.2217,288.2871,322.2434
"1955","Philippines",60800081,60802064,"PHL - stratum 05: REGION 4B",5.05,322.1803,303.3726,307.5081
"1956","Philippines",60800011,60802065,"PHL - stratum 08: REGION 7",26.74,323.5834,332.1363,357.1083
"1957","Philippines",60800104,60802066,"PHL - stratum 10: REGION 9",2.31,289.0654,253.2412,256.8659
"1958","Philippines",60800057,60802067,"PHL - stratum 01: REGION 1",9.08,353.2955,348.2738,365.0015
"1959","Philippines",60800003,60802068,"PHL - stratum 04: REGION 4A",3.47,307.6449,309.9463,303.6984
"1960","Philippines",60800149,60802069,"PHL - stratum 04: REGION 4A",32.01,434.7909,462.3887,414.1087
"1961","Philippines",60800061,60802070,"PHL - stratum 01: REGION 1",6.01,325.1137,277.92,296.589
"1962","Philippines",60800093,60802071,"PHL - stratum 14: NCR",51.72,483.6553,522.3195,520.8244
"1963","Philippines",60800110,60802072,"PHL - stratum 05: REGION 4B",25.44,346.3177,345.7471,342.3308
"1964","Philippines",60800101,60802073,"PHL - stratum 06: REGION 5",7.29,325.8491,298.8744,298.2664
"1965","Philippines",60800032,60802074,"PHL - stratum 03: REGION 3",16.01,364.1313,379.7129,343.3956
"1966","Philippines",60800089,60802075,"PHL - stratum 01: REGION 1",5.12,364.0581,331.7272,363.3258
"1967","Philippines",60800045,60802076,"PHL - stratum 03: REGION 3",12.23,405.1889,368.8744,382.8016
"1968","Philippines",60800012,60802077,"PHL - stratum 14: NCR",38.5,377.6193,412.2749,378.6926
"1969","Philippines",60800094,60802078,"PHL - stratum 05: REGION 4B",27.93,382.7016,403.2117,365.4897
"1970","Philippines",60800067,60802079,"PHL - stratum 08: REGION 7",26.49,427.8582,447.8425,414.8071
"1971","Philippines",60800106,60802080,"PHL - stratum 06: REGION 5",1.63,289.9488,264.5235,295.0271
"1972","Philippines",60800048,60802081,"PHL - stratum 13: REGION 12",42.06,419.4038,468.2129,422.5875
"1973","Philippines",60800086,60802082,"PHL - stratum 01: REGION 1",11.15,347.5192,328.5115,308.2633
"1974","Philippines",60800077,60802083,"PHL - stratum 11: REGION 10",3.17,296.1441,258.9066,316.4678
"1975","Philippines",60800043,60802084,"PHL - stratum 14: NCR",44.21,435.2695,492.5099,511.111
"1976","Philippines",60800130,60802085,"PHL - stratum 06: REGION 5",4.44,350.7308,358.9652,376.2351
"1977","Philippines",60800027,60802087,"PHL - stratum 07: REGION 6",11.71,354.144,358.1038,359.705
"1978","Philippines",60800061,60802088,"PHL - stratum 01: REGION 1",4.64,313.5363,274.8264,333.5563
"1979","Philippines",60800017,60802089,"PHL - stratum 01: REGION 1",9.57,339.9095,320.236,331.4027
"1980","Philippines",60800150,60802090,"PHL - stratum 05: REGION 4B",2.49,317.8676,294.0236,298.5115
"1981","Philippines",60800020,60802091,"PHL - stratum 12: REGION 11",22.12,351.6905,328.5014,399.0632
"1982","Philippines",60800065,60802092,"PHL - stratum 12: REGION 11",24.26,413.637,429.3473,351.2634
"1983","Philippines",60800177,60802093,"PHL - stratum 03: REGION 3",2.07,318.2415,252.4245,291.7378
"1984","Philippines",60800173,60802094,"PHL - stratum 14: NCR",36.13,455.1006,497.4847,501.299
"1985","Philippines",60800149,60802095,"PHL - stratum 04: REGION 4A",12.67,326.0979,359.4316,375.9369
"1986","Philippines",60800067,60802096,"PHL - stratum 08: REGION 7",6.75,362.0111,307.4136,350.6644
"1987","Philippines",60800131,60802097,"PHL - stratum 04: REGION 4A",43.82,480.387,440.093,450.1315
"1988","Philippines",60800028,60802099,"PHL - stratum 08: REGION 7",4.74,326.4405,281.7188,308.9383
"1989","Philippines",60800014,60802100,"PHL - stratum 04: REGION 4A",9.64,361.2992,349.518,379.6652
"1990","Philippines",60800098,60802101,"PHL - stratum 02: REGION 2",32.1,457.1297,492.4302,454.9376
"1991","Philippines",60800122,60802102,"PHL - stratum 02: REGION 2",8.18,333.0833,350.9717,348.8084
"1992","Philippines",60800182,60802103,"PHL - stratum 06: REGION 5",39.01,429.6672,490.702,496.4967
"1993","Philippines",60800135,60802104,"PHL - stratum 10: REGION 9",31.69,386.7339,448.2669,470.2195
"1994","Philippines",60800184,60802105,"PHL - stratum 14: NCR",13.98,343.4109,320.8946,337.0897
"1995","Philippines",60800173,60802106,"PHL - stratum 14: NCR",4.7,292.5814,256.8017,277.2521
"1996","Philippines",60800106,60802107,"PHL - stratum 06: REGION 5",2.54,288.8237,298.6071,294.8353
"1997","Philippines",60800044,60802108,"PHL - stratum 08: REGION 7",13.93,403.859,371.2987,371.7976
"1998","Philippines",60800078,60802109,"PHL - stratum 04: REGION 4A",12.75,413.0253,462.2849,471.6988
"1999","Philippines",60800062,60802110,"PHL - stratum 04: REGION 4A",18.13,340.3659,322.5238,318.9735
"2000","Philippines",60800100,60802111,"PHL - stratum 07: REGION 6",1.87,285.7349,267.8477,258.7619
"2001","Philippines",60800119,60802112,"PHL - stratum 15: CAR",24.78,389.1884,436.4173,439.606
"2002","Philippines",60800009,60802113,"PHL - stratum 06: REGION 5",12.73,397.8181,433.3519,401.2658
"2003","Philippines",60800115,60802114,"PHL - stratum 12: REGION 11",5.07,339.8039,309.2891,275.933
"2004","Philippines",60800046,60802115,"PHL - stratum 06: REGION 5",2.34,318.005,231.2553,319.2954
"2005","Philippines",60800183,60802117,"PHL - stratum 12: REGION 11",29.2,376.7148,450.8744,416.1733
"2006","Philippines",60800146,60802118,"PHL - stratum 04: REGION 4A",28.04,441.5535,479.4958,415.7891
"2007","Philippines",60800168,60802119,"PHL - stratum 13: REGION 12",0.75,287.1128,253.1658,315.2332
"2008","Philippines",60800099,60802120,"PHL - stratum 03: REGION 3",46.06,428.4088,484.8368,436.9898
"2009","Philippines",60800003,60802121,"PHL - stratum 04: REGION 4A",18.84,346.361,357.5654,348.6433
"2010","Philippines",60800035,60802122,"PHL - stratum 09: REGION 8",18.3,382.4178,433.9539,418.331
"2011","Philippines",60800037,60802123,"PHL - stratum 10: REGION 9",4.08,363.0042,278.5896,352.4899
"2012","Philippines",60800034,60802124,"PHL - stratum 07: REGION 6",3.19,350.8799,315.3398,345.8993
"2013","Philippines",60800068,60802125,"PHL - stratum 04: REGION 4A",27.12,431.056,478.5794,496.6345
"2014","Philippines",60800125,60802126,"PHL - stratum 03: REGION 3",32.15,464.6561,475.5767,460.6898
"2015","Philippines",60800171,60802127,"PHL - stratum 03: REGION 3",20.57,450.4277,406.2851,439.1324
"2016","Philippines",60800177,60802128,"PHL - stratum 03: REGION 3",2.84,302.6928,287.4221,307.9632
"2017","Philippines",60800086,60802129,"PHL - stratum 01: REGION 1",23.12,416.2149,387.8409,409.4711
"2018","Philippines",60800157,60802130,"PHL - stratum 14: NCR",18.09,386.0363,389.8956,419.2562
"2019","Philippines",60800108,60802131,"PHL - stratum 04: REGION 4A",35.72,413.668,456.5766,444.164
"2020","Philippines",60800123,60802132,"PHL - stratum 11: REGION 10",34.86,378.1809,419.9241,397.2623
"2021","Philippines",60800060,60802133,"PHL - stratum 09: REGION 8",14.05,392.3449,405.6192,379.2008
"2022","Philippines",60800090,60802134,"PHL - stratum 03: REGION 3",21.9,383.9426,349.2968,382.2502
"2023","Philippines",60800121,60802135,"PHL - stratum 08: REGION 7",18.67,390.1749,407.0326,397.6362
"2024","Philippines",60800175,60802136,"PHL - stratum 14: NCR",12.93,371.0863,352.7226,354.6189
"2025","Philippines",60800112,60802137,"PHL - stratum 12: REGION 11",21.27,400.5415,430.8115,410.3622
"2026","Philippines",60800008,60802138,"PHL - stratum 06: REGION 5",6.68,333.3504,354.5151,363.6062
"2027","Philippines",60800183,60802139,"PHL - stratum 12: REGION 11",3.12,295.8497,276.8918,284.0062
"2028","Philippines",60800004,60802140,"PHL - stratum 16: CARAGA",26.26,378.1606,339.3359,374.8671
"2029","Philippines",60800029,60802141,"PHL - stratum 04: REGION 4A",46.68,509.2294,549.9286,525.0456
"2030","Philippines",60800019,60802142,"PHL - stratum 16: CARAGA",10.07,351.4769,348.5261,324.5896
"2031","Philippines",60800038,60802143,"PHL - stratum 14: NCR",30.25,462.1912,490.3395,463.6136
"2032","Philippines",60800011,60802144,"PHL - stratum 08: REGION 7",12.17,363.927,367.9539,354.7795
"2033","Philippines",60800081,60802145,"PHL - stratum 05: REGION 4B",9.55,374.5342,418.9706,367.9378
"2034","Philippines",60800174,60802146,"PHL - stratum 07: REGION 6",4.75,305.2146,292.4186,315.9587
"2035","Philippines",60800012,60802147,"PHL - stratum 14: NCR",44.73,460.6311,513.6428,523.7818
"2036","Philippines",60800070,60802148,"PHL - stratum 04: REGION 4A",3.87,302.5155,298.7865,276.0405
"2037","Philippines",60800020,60802149,"PHL - stratum 12: REGION 11",28.29,374.3176,395.81,401.6399
"2038","Philippines",60800115,60802150,"PHL - stratum 12: REGION 11",9.11,332.773,307.5086,349.7258
"2039","Philippines",60800001,60802151,"PHL - stratum 11: REGION 10",23.28,399.7056,432.3372,397.6411
"2040","Philippines",60800057,60802152,"PHL - stratum 01: REGION 1",6.36,301.2854,286.1851,311.5989
"2041","Philippines",60800081,60802153,"PHL - stratum 05: REGION 4B",2.06,320.2869,257.5691,339.9856
"2042","Philippines",60800145,60802154,"PHL - stratum 13: REGION 12",1.22,246.2595,190.0626,284.5288
"2043","Philippines",60800050,60802155,"PHL - stratum 14: NCR",2.46,310.541,264.2739,290.6185
"2044","Philippines",60800086,60802156,"PHL - stratum 01: REGION 1",9.31,371.6009,290.7616,356.9085
"2045","Philippines",60800181,60802157,"PHL - stratum 06: REGION 5",17.17,356.3576,358.2209,401.1647
"2046","Philippines",60800144,60802158,"PHL - stratum 06: REGION 5",17.24,396.7743,368.7606,441.6664
"2047","Philippines",60800081,60802159,"PHL - stratum 05: REGION 4B",20.49,387.8922,357.4555,397.5432
"2048","Philippines",60800059,60802160,"PHL - stratum 13: REGION 12",5.1,333.0412,328.9981,274.9869
"2049","Philippines",60800001,60802161,"PHL - stratum 11: REGION 10",8.9,341.8571,364.3009,319.1056
"2050","Philippines",60800071,60802162,"PHL - stratum 09: REGION 8",20.74,374.1382,358.9647,351.9905
"2051","Philippines",60800094,60802163,"PHL - stratum 05: REGION 4B",32.3,435.6015,466.3504,422.3659
"2052","Philippines",60800163,60802164,"PHL - stratum 03: REGION 3",13.19,330.8829,310.2,313.0594
"2053","Philippines",60800133,60802165,"PHL - stratum 04: REGION 4A",27.59,412.8055,466.2956,446.2872
"2054","Philippines",60800073,60802166,"PHL - stratum 14: NCR",3.87,328.5068,302.6869,311.2901
"2055","Philippines",60800001,60802167,"PHL - stratum 11: REGION 10",10.27,334.8448,369.2272,322.0622
"2056","Philippines",60800094,60802168,"PHL - stratum 05: REGION 4B",3.7,321.7984,261.2533,323.0596
"2057","Philippines",60800165,60802170,"PHL - stratum 10: REGION 9",3.67,257.7978,232.7328,250.3409
"2058","Philippines",60800178,60802171,"PHL - stratum 07: REGION 6",26.55,367.5275,364.2802,346.9583
"2059","Philippines",60800178,60802172,"PHL - stratum 07: REGION 6",13.58,339.5625,347.2823,281.5092
"2060","Philippines",60800067,60802173,"PHL - stratum 08: REGION 7",1.12,279.8347,267.7244,288.8718
"2061","Philippines",60800092,60802174,"PHL - stratum 04: REGION 4A",25.92,374.8152,425.0265,409.3052
"2062","Philippines",60800038,60802175,"PHL - stratum 14: NCR",13.81,365.802,351.1627,357.3881
"2063","Philippines",60800135,60802176,"PHL - stratum 10: REGION 9",43.23,465.4511,470.6725,475.0379
"2064","Philippines",60800006,60802177,"PHL - stratum 11: REGION 10",2.77,261.9096,264.4737,276.2041
"2065","Philippines",60800186,60802178,"PHL - stratum 12: REGION 11",26.76,459.3658,428.2027,447.6459
"2066","Philippines",60800078,60802180,"PHL - stratum 04: REGION 4A",2.37,316.014,299.8723,308.2639
"2067","Philippines",60800003,60802181,"PHL - stratum 04: REGION 4A",11.98,356.0443,376.0126,337.4843
"2068","Philippines",60800155,60802182,"PHL - stratum 02: REGION 2",0.92,304.4731,218.9679,348.7809
"2069","Philippines",60800059,60802183,"PHL - stratum 13: REGION 12",3.84,306.7044,245.6085,293.7454
"2070","Philippines",60800071,60802184,"PHL - stratum 09: REGION 8",33.69,483.8109,512.6681,518.3647
"2071","Philippines",60800145,60802185,"PHL - stratum 13: REGION 12",7.39,292.7439,319.8911,301.6073
"2072","Philippines",60800182,60802186,"PHL - stratum 06: REGION 5",2.19,251.9418,299.7354,286.1412
"2073","Philippines",60800063,60802187,"PHL - stratum 01: REGION 1",11.97,320.6287,318.5432,324.9155
"2074","Philippines",60800139,60802188,"PHL - stratum 08: REGION 7",5.6,310.8704,326.7869,316.9985
"2075","Philippines",60800071,60802189,"PHL - stratum 09: REGION 8",3.02,280.5634,272.6081,286.7028
"2076","Philippines",60800156,60802190,"PHL - stratum 16: CARAGA",8.19,322.1135,313.61,302.3109
"2077","Philippines",60800001,60802191,"PHL - stratum 11: REGION 10",8.66,317.7394,364.9895,292.4326
"2078","Philippines",60800100,60802192,"PHL - stratum 07: REGION 6",3.96,308.6227,236.1014,286.8899
"2079","Philippines",60800116,60802193,"PHL - stratum 11: REGION 10",15.45,360.7026,356.8028,367.6572
"2080","Philippines",60800105,60802194,"PHL - stratum 14: NCR",9.01,392.5902,355.0391,387.2373
"2081","Philippines",60800088,60802195,"PHL - stratum 08: REGION 7",7.92,292.2399,290.6479,279.2865
"2082","Philippines",60800085,60802196,"PHL - stratum 13: REGION 12",3.78,302.2488,282.3578,317.9657
"2083","Philippines",60800117,60802197,"PHL - stratum 12: REGION 11",5.61,299.3011,271.2306,292.638
"2084","Philippines",60800187,60802198,"PHL - stratum 04: REGION 4A",15.3,337.991,356.3229,328.9643
"2085","Philippines",60800160,60802199,"PHL - stratum 02: REGION 2",4.12,337.7011,316.5121,329.4356
"2086","Philippines",60800140,60802200,"PHL - stratum 04: REGION 4A",16.71,369.3536,396.769,378.7407
"2087","Philippines",60800156,60802201,"PHL - stratum 16: CARAGA",29.2,385.9553,394.6276,381.4479
"2088","Philippines",60800162,60802202,"PHL - stratum 02: REGION 2",25.12,402.6923,407.7355,398.0673
"2089","Philippines",60800040,60802203,"PHL - stratum 07: REGION 6",35.69,383.7205,391.137,439.7636
"2090","Philippines",60800001,60802204,"PHL - stratum 11: REGION 10",3.34,315.6879,298.6529,270.4359
"2091","Philippines",60800053,60802205,"PHL - stratum 04: REGION 4A",11.89,322.65,315.7036,337.7235
"2092","Philippines",60800012,60802206,"PHL - stratum 14: NCR",3.27,288.6822,282.2077,264.9704
"2093","Philippines",60800178,60802207,"PHL - stratum 07: REGION 6",3.87,326.1465,289.0193,336.6076
"2094","Philippines",60800004,60802208,"PHL - stratum 16: CARAGA",27.93,311.984,331.4305,338.4762
"2095","Philippines",60800161,60802209,"PHL - stratum 09: REGION 8",28.41,386.9642,403.984,402.5982
"2096","Philippines",60800152,60802210,"PHL - stratum 16: CARAGA",19.67,334.416,392.986,345.991
"2097","Philippines",60800067,60802211,"PHL - stratum 08: REGION 7",7.72,322.8059,295.182,271.7519
"2098","Philippines",60800079,60802212,"PHL - stratum 04: REGION 4A",3.14,294.1568,270.6641,306.4928
"2099","Philippines",60800131,60802213,"PHL - stratum 04: REGION 4A",2.21,284.8626,283.1903,252.33
"2100","Philippines",60800089,60802214,"PHL - stratum 01: REGION 1",6.52,353.6134,300.3774,284.3898
"2101","Philippines",60800072,60802215,"PHL - stratum 10: REGION 9",0.54,239.6094,211.4891,313.4916
"2102","Philippines",60800045,60802216,"PHL - stratum 03: REGION 3",31.64,450.0185,485.5412,392.5479
"2103","Philippines",60800108,60802217,"PHL - stratum 04: REGION 4A",4.05,288.9954,286.1605,270.9393
"2104","Philippines",60800094,60802218,"PHL - stratum 05: REGION 4B",38.13,426.5187,442.0497,374.5137
"2105","Philippines",60800034,60802219,"PHL - stratum 07: REGION 6",14.12,402.7713,382.5041,396.6247
"2106","Philippines",60800173,60802220,"PHL - stratum 14: NCR",30.72,423.0818,470.1288,429.4334
"2107","Philippines",60800144,60802221,"PHL - stratum 06: REGION 5",2.18,292.6624,262.7575,303.1293
"2108","Philippines",60800155,60802222,"PHL - stratum 02: REGION 2",0.89,262.7911,218.5934,235.9259
"2109","Philippines",60800113,60802223,"PHL - stratum 04: REGION 4A",1.11,301.0492,248.5051,357.6173
"2110","Philippines",60800053,60802224,"PHL - stratum 04: REGION 4A",28.78,420.9766,395.6588,389.1222
"2111","Philippines",60800041,60802225,"PHL - stratum 14: NCR",20.51,442.037,466.1576,442.5471
"2112","Philippines",60800119,60802226,"PHL - stratum 15: CAR",8.71,282.7538,252.0063,295.1105
